SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/24/2025","c0f5cb45-6fb1-41c9-8545-72ad400d9da4","Azure App Service","Free Plan","All","F1 App","0.005376","0.000000"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/20/2025","c0f5cb45-6fb1-41c9-8545-72ad400d9da4","Azure App Service","Free Plan","All","F1 App","0.00672","0.000000"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/20/2025","caa13868-6d59-5b82-ae7a-765904be9712","Azure Database for PostgreSQL","Flexible Server Burstable BS Series Compute","AP Southeast","B1ms","18","0.468000"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/21/2025","caa13868-6d59-5b82-ae7a-765904be9712","Azure Database for PostgreSQL","Flexible Server Burstable BS Series Compute","AP Southeast","B1ms","6","0.156000"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/18/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","0.364768","0.060773"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/19/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.000008","0.166608"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/20/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.000008","0.166608"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/21/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.000008","0.166608"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/22/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.000008","0.166608"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/23/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.000008","0.166608"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/24/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","1.015077","0.169118"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/25/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","2.997438","0.499393"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/26/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/27/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","2/28/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/1/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/2/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/3/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/4/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/5/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/6/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/7/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/8/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/9/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/10/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/11/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/12/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/13/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/14/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/15/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/16/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/17/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/18/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/19/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/20/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/21/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/22/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/23/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/24/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/25/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/26/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/27/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/28/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/29/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/30/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","3/31/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/1/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/2/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/3/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/4/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/5/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/6/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/7/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/8/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/9/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/10/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/11/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/12/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/13/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/14/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/15/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/16/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/17/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/18/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/19/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","3.000024","0.499824"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","4/20/2025","5c9e7a65-5784-494c-9718-7749d4075dd9","Container Registry","All","All","Basic Registry Unit","0.579487","0.096546"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/22/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.026015","0.062436"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/23/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.007422","0.017813"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/24/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.025765","0.061841"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/25/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.00726","0.017423"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/26/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.018451","0.044283"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/27/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.007158","0.017178"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/28/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.007158","0.017181"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/29/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.007207","0.017296"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","11/30/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.007348","0.017636"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/5/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.018679","0.044830"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/6/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.018681","0.044836"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/7/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.018854","0.045248"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/8/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.018835","0.045206"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/9/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019246","0.046192"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/10/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019217","0.046122"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/11/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019358","0.046459"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/12/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019311","0.046346"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/13/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019443","0.046665"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/14/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.019464","0.046712"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/15/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.039876","0.095704"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/16/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.057948","0.139078"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/17/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060735","0.145765"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/18/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060281","0.144673"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/19/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060998","0.146393"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/20/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060781","0.145875"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/21/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060788","0.145891"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/22/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060866","0.146079"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/23/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060944","0.146266"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/24/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.04456","0.106944"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/25/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060984","0.146362"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/26/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.060992","0.146378"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/27/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.061197","0.146876"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/28/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.061896","0.148552"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/29/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.061904","0.148568"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/30/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062021","0.148853"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","12/31/2024","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062029","0.148869"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/1/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.06204","0.148896"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/2/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062868","0.150884"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/3/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.063383","0.152120"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/4/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.063393","0.152145"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/5/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062906","0.150977"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/6/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062155","0.149171"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/7/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062162","0.149187"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/8/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062177","0.149224"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/9/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.062388","0.149734"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/10/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.064094","0.153826"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/11/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.064626","0.155102"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/12/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.064634","0.155121"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/13/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.064795","0.155508"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/14/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067037","0.160887"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/15/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067043","0.160902"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/16/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067521","0.162051"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/17/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067194","0.161267"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/18/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067507","0.162018"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/19/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067756","0.162613"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/20/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.067695","0.162467"
"BISTEC Care Azure Sponsorship 002","1d3baa58-d65d-4735-a333-dd5f4aa49125","1/21/2025","81df8284-3266-5ad6-a08b-7a021b1bfd3e","Dataverse","All","Global","File Capacity Data Stored","0.069522","0.166854"
